0	30	0	
1056	99	30	
1779	27	0	
611	80	0	
640	13	0	
129	138	0	
600	124	0	
78	110	124	
409	97	234	
53	21	331	
172	4	352	
1119	88	356	
157	50	444	
614	68	260	
70	325	328	
46	144	653	
93	53	797	
190	19	850	
109	100	869	
992	10	759	
261	6	769	
1864	385	332	
86	20	717	
505	135	593	
240	23	728	
1811	72	178	
227	23	250	
192	91	273	
1411	156	209	
653	379	365	
241	227	649	
48	92	876	
102	132	968	
904	8	986	
1174	159	838	
983	57	618	
129	260	675	
1280	20	708	
1183	127	636	
1185	22	631	
154	110	653	
290	61	596	
503	43	657	
1858	8	236	
1263	127	112	
783	131	0	
373	91	131	
512	132	222	
290	320	223	
1430	121	452	
634	15	441	
984	47	136	
63	57	183	
1492	157	119	
1480	68	0	
89	79	68	
51	98	147	
31	86	245	
1631	285	184	
525	27	371	
866	83	398	
78	185	481	
1641	358	0	
659	27	0	
755	277	27	
98	43	304	
1787	12	0	
1610	180	0	
2127	87	0	
342	135	0	
171	86	0	
917	24	86	
333	59	0	
2128	54	0	
74	35	54	
41	3	89	
523	13	0	
275	360	0	
202	207	0	
422	72	207	
267	219	279	
285	6	498	
2600	31	297	
248	109	37	
1572	8	0	
2645	19	0	
2869	2	19	
1253	132	0	
721	8	0	
580	68	8	
801	58	76	
2072	179	0	
167	190	0	
89	29	190	
134	43	219	
1026	628	72	
730	125	700	
1898	110	0	
517	278	0	
1252	125	0	
862	66	0	
282	114	66	
555	16	180	
339	80	16	
1031	258	0	
166	35	258	
563	132	293	
357	60	167	
30	60	227	
2283	69	0	
1466	5	0	
2048	7	0	
1356	189	0	
551	51	0	
143	22	51	
1111	9	0	
1824	254	0	
864	35	0	
1336	145	0	
83	35	0	
1385	3	0	
1357	28	0	
427	36	0	
210	97	0	
1103	17	0	
503	83	0	
579	177	0	
1494	57	0	
589	6	0	
59	147	6	
581	34	0	
1940	18	0	
561	110	0	
172	98	0	
1343	35	0	
1294	16	0	
1339	148	0	
28	57	148	
1181	102	0	
401	2	0	
89	111	2	
2030	35	0	
