0	0.000000	I	536	98.190	92.170	92.170
4	133.333330	P	152	98.190	92.170	92.170
1	33.333330	B	136	98.190	92.170	92.170
2	66.666670	B	136	98.190	92.170	92.170
3	100.000000	B	136	98.190	92.170	92.170
8	266.666670	P	160	98.190	92.170	92.170
5	166.666670	B	136	98.190	92.170	92.170
6	200.000000	B	136	98.190	92.170	92.170
7	233.333330	B	136	98.190	92.170	92.170
12	400.000000	P	160	98.190	92.170	92.170
9	300.000000	B	136	98.190	92.170	92.170
10	333.333330	B	136	98.190	92.170	92.170
11	366.666670	B	136	98.190	92.170	92.170
16	533.333330	I	528	98.190	92.170	92.170
13	433.333330	B	136	98.190	92.170	92.170
14	466.666670	B	136	98.190	92.170	92.170
15	500.000000	B	136	98.190	92.170	92.170
20	666.666670	P	160	98.190	92.170	92.170
17	566.666670	B	136	98.190	92.170	92.170
18	600.000000	B	136	98.190	92.170	92.170
19	633.333330	B	136	98.190	92.170	92.170
24	800.000000	P	160	98.190	92.170	92.170
21	700.000000	B	136	98.190	92.170	92.170
22	733.333330	B	136	98.190	92.170	92.170
23	766.666670	B	136	98.190	92.170	92.170
28	933.333330	P	160	98.190	92.170	92.170
25	833.333330	B	136	98.190	92.170	92.170
26	866.666670	B	136	98.190	92.170	92.170
27	900.000000	B	136	98.190	92.170	92.170
32	1066.666670	I	528	98.190	92.170	92.170
29	966.666670	B	136	98.190	92.170	92.170
30	1000.000000	B	136	98.190	92.170	92.170
31	1033.333330	B	136	98.190	92.170	92.170
36	1200.000000	P	160	98.190	92.170	92.170
33	1100.000000	B	136	98.190	92.170	92.170
34	1133.333330	B	136	98.190	92.170	92.170
35	1166.666670	B	136	98.190	92.170	92.170
40	1333.333330	P	160	98.190	92.170	92.170
37	1233.333330	B	136	98.190	92.170	92.170
38	1266.666670	B	136	98.190	92.170	92.170
39	1300.000000	B	136	98.190	92.170	92.170
44	1466.666670	P	160	98.190	92.170	92.170
41	1366.666670	B	136	98.190	92.170	92.170
42	1400.000000	B	136	98.190	92.170	92.170
43	1433.333330	B	136	98.190	92.170	92.170
48	1600.000000	I	528	98.190	92.170	92.170
45	1500.000000	B	136	98.190	92.170	92.170
46	1533.333330	B	136	98.190	92.170	92.170
47	1566.666670	B	136	98.190	92.170	92.170
52	1733.333330	P	160	98.190	92.170	92.170
49	1633.333330	B	136	98.190	92.170	92.170
50	1666.666670	B	136	98.190	92.170	92.170
51	1700.000000	B	136	98.190	92.170	92.170
56	1866.666670	P	160	98.190	92.170	92.170
53	1766.666670	B	136	98.190	92.170	92.170
54	1800.000000	B	136	98.190	92.170	92.170
55	1833.333330	B	136	98.190	92.170	92.170
60	2000.000000	P	160	98.190	68.515	68.278
57	1900.000000	B	136	98.190	92.170	92.170
58	1933.333330	B	136	90.409	69.159	69.116
59	1966.666670	B	136	98.190	69.052	68.477
64	2133.333330	I	51024	60.140	57.424	57.624
61	2033.333330	B	448	78.600	68.121	68.278
62	2066.666670	B	1480	68.825	63.530	62.953
63	2100.000000	B	7888	61.823	58.594	59.467
68	2266.666670	P	126792	55.066	53.794	54.098
65	2166.666670	B	34656	55.267	54.384	54.798
66	2200.000000	B	34656	55.267	54.384	54.798
67	2233.333330	B	192	55.066	53.794	54.098
72	2400.000000	P	141592	54.319	53.581	53.645
69	2300.000000	B	41704	53.064	52.309	52.657
70	2333.333330	B	44288	52.813	52.169	52.628
71	2366.666670	B	224	54.319	53.592	53.659
76	2533.333330	P	133216	54.167	53.420	53.364
73	2433.333330	B	35208	52.583	52.498	52.569
74	2466.666670	B	35720	52.598	52.473	52.403
75	2500.000000	B	192	54.167	53.420	53.364
80	2666.666670	I	217848	56.412	54.778	54.756
77	2566.666670	B	46544	52.626	52.564	52.414
78	2600.000000	B	51360	52.439	52.477	52.427
79	2633.333330	B	47600	52.466	52.425	52.449
84	2800.000000	P	120248	53.942	53.280	53.196
81	2700.000000	B	41048	52.424	52.322	52.052
82	2733.333330	B	41048	52.424	52.322	52.052
83	2766.666670	B	50008	52.240	52.240	51.958
88	2933.333330	P	138176	53.804	53.251	53.202
85	2833.333330	B	208	53.942	53.280	53.196
86	2866.666670	B	57008	52.231	51.829	51.853
87	2900.000000	B	70192	52.091	51.814	51.736
92	3066.666670	P	143864	52.987	52.635	53.163
89	2966.666670	B	65360	51.484	51.607	51.930
90	3000.000000	B	70952	51.485	51.528	51.898
91	3033.333330	B	192	52.987	52.635	53.163
96	3200.000000	I	275664	54.918	54.153	54.591
93	3100.000000	B	59336	51.624	51.985	52.211
94	3133.333330	B	69752	51.586	51.439	51.857
95	3166.666670	B	64472	51.456	51.845	52.222
100	3333.333330	P	110856	52.746	52.969	53.206
97	3233.333330	B	68216	51.472	51.661	51.868
98	3266.666670	B	68216	51.472	51.661	51.868
99	3300.000000	B	59528	51.350	51.857	51.848
104	3466.666670	P	126984	52.161	53.048	53.234
101	3366.666670	B	50480	51.541	52.044	52.201
102	3400.000000	B	60456	51.406	51.585	52.014
103	3433.333330	B	672	52.179	53.048	53.234
108	3600.000000	P	121912	52.296	53.119	53.209
105	3500.000000	B	52792	51.140	52.167	52.331
106	3533.333330	B	54512	51.105	52.390	52.433
107	3566.666670	B	54512	51.105	52.390	52.433
112	3733.333330	I	280464	53.876	54.553	54.684
109	3633.333330	B	53240	51.130	52.330	52.452
110	3666.666670	B	59760	51.092	52.190	52.154
111	3700.000000	B	58024	51.166	52.361	52.373
116	3866.666670	P	102040	52.413	53.200	53.302
113	3766.666670	B	536	53.861	54.544	54.680
114	3800.000000	B	59072	51.145	51.943	52.166
115	3833.333330	B	55144	51.172	52.155	52.275
120	4000.000000	P	118976	52.113	52.113	53.093
117	3900.000000	B	56952	51.125	52.147	52.106
118	3933.333330	B	57944	50.952	51.250	52.009
119	3966.666670	B	57944	50.952	51.250	52.009
124	4133.333330	P	102936	52.076	52.263	53.180
121	4033.333330	B	57080	50.989	51.097	51.675
122	4066.666670	B	57080	50.989	51.097	51.675
123	4100.000000	B	55440	50.982	51.246	51.818
128	4266.666670	I	282208	53.856	53.620	54.486
125	4166.666670	B	49944	51.073	51.769	52.380
126	4200.000000	B	42680	51.092	52.099	52.605
127	4233.333330	B	744	53.812	53.570	54.477
132	4400.000000	P	96856	52.235	52.585	53.242
129	4300.000000	B	44416	51.111	51.842	52.284
130	4333.333330	B	48296	51.046	51.734	52.355
131	4366.666670	B	44416	51.015	51.829	52.451
136	4533.333330	P	104232	52.132	53.001	53.123
133	4433.333330	B	43280	51.065	51.996	52.280
134	4466.666670	B	43280	51.065	51.996	52.280
135	4500.000000	B	49872	50.922	51.875	52.092
140	4666.666670	P	85336	52.197	53.106	53.261
137	4566.666670	B	664	52.130	53.003	53.140
138	4600.000000	B	46640	51.062	51.986	52.056
139	4633.333330	B	46288	51.121	51.963	52.160
144	4800.000000	I	279104	53.976	54.460	54.750
141	4700.000000	B	50200	51.309	52.582	52.550
142	4733.333330	B	50048	51.261	52.585	52.547
143	4766.666670	B	50048	51.261	52.585	52.547
148	4933.333330	P	111496	52.162	53.015	53.137
145	4833.333330	B	47976	51.262	52.507	52.582
146	4866.666670	B	51296	51.249	52.274	52.459
147	4900.000000	B	52136	51.246	52.159	52.378
152	5066.666670	P	88720	52.165	52.909	53.229
149	4966.666670	B	720	52.167	53.022	53.157
150	5000.000000	B	39864	51.142	52.287	52.396
151	5033.333330	B	672	52.156	52.916	53.228
156	5200.000000	P	88608	52.195	53.046	53.241
153	5100.000000	B	46984	51.096	52.197	52.446
154	5133.333330	B	47456	51.050	52.187	52.451
155	5166.666670	B	51080	51.062	52.108	52.259
160	5333.333330	I	277000	53.848	54.358	54.607
157	5233.333330	B	59784	51.124	52.110	52.346
158	5266.666670	B	59784	51.124	52.110	52.346
159	5300.000000	B	51384	51.182	52.423	52.652
164	5466.666670	P	107496	52.296	53.289	53.303
161	5366.666670	B	43320	51.380	52.575	52.884
162	5400.000000	B	61688	51.100	51.787	51.975
163	5433.333330	B	520	52.276	53.298	53.303
168	5600.000000	P	90600	52.277	53.246	53.395
165	5500.000000	B	51776	51.173	51.932	51.883
166	5533.333330	B	53024	51.123	52.388	52.435
167	5566.666670	B	53024	51.123	52.388	52.435
172	5733.333330	P	96672	52.316	53.212	53.261
169	5633.333330	B	48976	51.161	52.313	52.309
170	5666.666670	B	55616	51.074	52.070	52.147
171	5700.000000	B	48496	51.133	52.177	52.209
176	5866.666670	I	275512	53.951	54.687	54.689
173	5766.666670	B	712	52.371	53.223	53.274
174	5800.000000	B	54576	51.220	52.070	52.043
175	5833.333330	B	49136	51.321	52.268	52.372
180	6000.000000	P	99032	52.270	52.510	53.237
177	5900.000000	B	47808	51.333	52.670	52.363
178	5933.333330	B	52136	51.046	51.591	52.109
179	5966.666670	B	52136	51.046	51.591	52.109
184	6133.333330	P	94736	52.054	52.506	53.253
181	6033.333330	B	49976	51.096	51.604	52.208
182	6066.666670	B	49976	51.096	51.604	52.208
183	6100.000000	B	42880	51.077	51.831	52.391
188	6266.666670	P	94200	52.041	52.503	53.274
185	6166.666670	B	49304	50.937	51.825	52.101
186	6200.000000	B	42064	50.974	51.949	52.448
187	6233.333330	B	568	52.038	52.515	53.281
192	6400.000000	I	278184	53.863	53.880	54.602
189	6300.000000	B	41152	51.087	51.939	52.340
190	6333.333330	B	43568	51.129	51.918	52.454
191	6366.666670	B	49784	51.122	51.582	51.974
196	6533.333330	P	93992	52.249	52.822	53.359
193	6433.333330	B	37824	51.271	52.116	52.318
194	6466.666670	B	44920	51.064	51.926	52.209
195	6500.000000	B	44920	51.064	51.926	52.209
200	6666.666670	P	86736	52.258	52.798	53.320
197	6566.666670	B	696	52.252	52.834	53.371
198	6600.000000	B	38952	51.158	51.970	52.205
199	6633.333330	B	39096	51.074	51.833	52.056
204	6800.000000	P	82864	52.169	52.956	53.303
201	6700.000000	B	48400	51.151	51.924	52.421
202	6733.333330	B	46680	51.091	52.062	52.387
203	6766.666670	B	46680	51.091	52.062	52.387
208	6933.333330	I	272376	53.916	54.271	54.719
205	6833.333330	B	48984	51.025	51.919	52.232
206	6866.666670	B	51528	50.936	52.110	52.248
207	6900.000000	B	38912	51.237	52.339	52.633
212	7066.666670	P	100056	52.515	53.006	53.407
209	6966.666670	B	41328	51.441	52.445	52.850
210	7000.000000	B	41328	51.441	52.445	52.850
211	7033.333330	B	640	52.499	53.008	53.404
216	7200.000000	P	89200	52.494	53.009	53.365
213	7100.000000	B	42848	51.359	52.035	52.286
214	7133.333330	B	45840	51.273	52.018	52.275
215	7166.666670	B	50336	51.298	51.928	52.159
220	7333.333330	P	88296	52.465	52.978	53.297
217	7233.333330	B	48448	51.315	52.080	52.242
218	7266.666670	B	48448	51.315	52.080	52.242
219	7300.000000	B	52008	51.256	52.088	52.401
224	7466.666670	I	273704	53.962	54.536	54.766
221	7366.666670	B	51696	51.228	52.102	52.406
222	7400.000000	B	52584	51.300	52.062	52.373
223	7433.333330	B	48360	51.278	52.370	52.676
228	7600.000000	P	89392	52.483	53.401	53.591
225	7500.000000	B	464	53.930	54.522	54.769
226	7533.333330	B	45904	51.254	52.365	52.602
227	7566.666670	B	45904	51.254	52.365	52.602
232	7733.333330	P	105544	52.483	53.046	53.299
229	7633.333330	B	49032	51.238	52.305	52.435
230	7666.666670	B	54992	51.291	52.239	52.345
231	7700.000000	B	55432	51.270	52.171	52.300
236	7866.666670	P	92584	52.480	53.169	53.400
233	7766.666670	B	600	52.485	53.055	53.299
234	7800.000000	B	57336	51.244	51.883	52.036
235	7833.333330	B	52816	51.264	52.217	52.303
240	8000.000000	I	279160	53.969	53.972	54.593
237	7900.000000	B	50608	51.317	52.394	52.252
238	7933.333330	B	49864	51.424	52.141	52.464
239	7966.666670	B	416	53.894	53.951	54.601
244	8133.333330	P	101000	52.242	52.847	53.428
241	8033.333330	B	48192	51.330	52.168	52.482
242	8066.666670	B	48192	51.330	52.168	52.482
243	8100.000000	B	43648	51.236	52.280	52.685
248	8266.666670	P	94936	52.207	52.793	53.311
245	8166.666670	B	45544	51.032	52.015	52.522
246	8200.000000	B	53448	51.079	52.049	52.436
247	8233.333330	B	408	52.197	52.793	53.311
252	8400.000000	P	101168	52.348	52.708	53.351
249	8300.000000	B	52728	51.019	52.016	52.481
250	8333.333330	B	67120	51.011	51.684	52.144
251	8366.666670	B	67192	51.062	51.388	51.751
256	8533.333330	I	275224	53.895	54.009	54.678
253	8433.333330	B	49944	51.247	52.201	52.596
254	8466.666670	B	53488	51.196	52.129	52.545
255	8500.000000	B	53488	51.196	52.129	52.545
260	8666.666670	P	110664	52.361	52.866	53.218
257	8566.666670	B	536	53.838	54.024	54.689
258	8600.000000	B	47200	51.290	52.295	52.655
