16:03:49
2167184477896713
1     1221  210         
2     5     210         
3     29    210         
4     29    210         
5     30    210         
6     29    210         
7     30    210         
8     29    210         
9     29    210         
10    32    210         
11    29    210         
12    30    210         
13    30    210         
14    29    210         
15    29    210         
16    29    210         
17    30    210         
18    30    210         
19    29    210         
20    29    210         
21    30    210         
22    29    210         
23    30    210         
24    29    210         
25    29    210         
26    29    210         
27    30    210         
28    29    210         
29    30    210         
30    30    210         
31    30    210         
32    30    210         
33    29    210         
34    29    210         
35    29    210         
36    30    210         
37    30    210         
38    29    210         
39    30    210         
40    29    210         
41    29    210         
42    29    210         
43    30    210         
44    29    210         
45    30    210         
46    30    210         
47    29    210         
48    29    210         
49    29    210         
50    30    210         
51    30    210         
52    30    210         
53    30    210         
54    29    210         
55    29    210         
56    30    210         
57    30    210         
58    30    210         
59    30    210         
60    29    210         
61    29    210         
62    29    210         
63    30    210         
64    29    210         
65    30    210         
66    29    210         
67    29    210         
68    30    210         
69    29    210         
70    30    210         
71    30    210         
72    30    210         
73    30    210         
74    29    210         
75    30    210         
76    29    210         
77    29    210         
78    29    210         
79    30    210         
80    30    210         
81    29    210         
82    29    210         
83    29    210         
84    29    210         
85    30    210         
86    30    210         
87    29    210         
88    30    210         
89    29    210         
90    29    210         
91    29    210         
92    30    210         
93    30    210         
94    29    210         
95    29    210         
96    30    210         
97    29    210         
98    29    210         
99    30    210         
100   30    210         
101   29    210         
102   29    210         
103   30    210         
104   29    210         
105   29    210         
106   30    210         
107   30    210         
108   30    210         
109   29    210         
110   30    210         
111   29    210         
112   29    210         
113   30    210         
114   29    210         
115   29    210         
116   30    210         
117   29    210         
118   30    210         
119   30    210         
120   29    210         
121   30    210         
122   29    210         
123   29    210         
124   29    210         
125   30    210         
126   29    210         
127   29    210         
128   30    210         
129   29    210         
130   29    210         
131   30    210         
132   29    210         
133   29    210         
134   29    210         
135   29    210         
136   30    210         
137   30    210         
138   30    210         
139   29    210         
140   30    210         
141   30    210         
142   29    210         
143   29    210         
144   30    210         
145   29    210         
146   30    210         
147   29    210         
148   29    210         
149   30    210         
150   29    210         
151   29    210         
152   29    210         
153   29    210         
154   30    210         
155   29    210         
156   30    210         
157   29    210         
158   29    210         
159   29    210         
160   29    210         
161   30    210         
162   30    210         
163   30    210         
164   29    210         
165   30    210         
166   30    210         
167   29    210         
168   30    210         
169   29    210         
170   30    210         
171   29    210         
172   29    210         
173   30    210         
174   29    210         
175   29    210         
176   29    210         
177   30    210         
178   29    210         
179   29    210         
180   30    210         
181   29    210         
182   29    210         
183   29    210         
184   30    210         
185   30    210         
186   29    210         
187   30    210         
188   30    210         
189   29    210         
190   30    210         
191   29    210         
192   29    210         
193   30    210         
194   29    210         
195   29    210         
196   30    210         
197   29    210         
198   30    210         
199   29    210         
200   30    210         
201   29    210         
202   29    210         
203   30    210         
204   30    210         
205   29    210         
206   30    210         
207   30    210         
208   30    210         
209   29    210         
210   29    210         
211   29    210         
212   29    210         
213   30    210         
214   29    210         
215   29    210         
216   30    210         
217   29    210         
218   30    210         
219   30    210         
220   29    210         
221   30    210         
222   29    210         
223   30    210         
224   29    210         
225   29    210         
226   29    210         
227   40    210         
228   31    210         
229   29    210         
230   29    210         
231   30    210         
232   29    210         
233   29    210         
234   30    210         
235   29    210         
236   30    210         
237   29    210         
238   29    210         
239   30    210         
240   30    210         
241   30    210         
242   29    210         
243   30    210         
244   29    210         
245   29    210         
246   30    210         
247   30    210         
248   29    210         
249   30    210         
250   29    210         
251   30    210         
252   29    210         
253   29    210         
254   30    210         
255   29    210         
256   30    210         
257   30    210         
258   29    210         
259   30    210         
260   30    210         
261   30    210         
262   29    210         
263   29    210         
264   29    210         
265   29    210         
266   30    210         
267   29    210         
268   30    210         
269   29    210         
270   30    210         
271   29    210         
272   29    210         
273   29    210         
274   30    210         
275   29    210         
276   30    210         
277   29    210         
278   30    210         
279   29    210         
280   30    210         
281   29    210         
282   30    210         
283   30    210         
284   30    210         
285   29    210         
286   30    210         
287   29    210         
288   29    210         
289   30    210         
290   30    210         
291   29    210         
292   30    210         
293   29    210         
294   30    210         
295   29    210         
296   30    210         
297   29    210         
298   30    210         
299   30    210         
300   29    210         
301   29    210         
302   29    210         
303   30    210         
304   29    210         
305   29    210         
306   30    210         
307   29    210         
308   29    210         
309   30    210         
310   30    210         
311   29    210         
312   30    210         
313   29    210         
314   29    210         
315   30    210         
316   29    210         
317   30    210         
318   30    210         
319   30    210         
320   30    210         
321   29    210         
322   29    210         
323   29    210         
324   30    210         
325   29    210         
326   30    210         
327   29    210         
328   29    210         
329   29    210         
330   30    210         
331   29    210         
332   29    210         
333   29    210         
334   30    210         
335   29    210         
336   30    210         
337   29    210         
338   30    210         
339   29    210         
340   30    210         
341   29    210         
342   29    210         
343   29    210         
344   29    210         
345   30    210         
346   30    210         
347   29    210         
348   29    210         
349   30    210         
350   29    210         
351   30    210         
352   29    210         
353   30    210         
354   29    210         
355   29    210         
356   30    210         
357   29    210         
358   29    210         
359   30    210         
360   29    210         
361   30    210         
362   29    210         
363   29    210         
364   29    210         
365   30    210         
366   30    210         
367   29    210         
368   30    210         
369   30    210         
370   29    210         
371   30    210         
372   29    210         
373   30    210         
374   30    210         
375   30    210         
376   29    210         
377   29    210         
378   29    210         
379   29    210         
380   30    210         
381   34    210         
382   28    210         
383   29    210         
384   29    210         
385   30    210         
386   29    210         
387   30    210         
388   29    210         
389   30    210         
390   29    210         
391   29    210         
392   30    210         
393   29    210         
394   30    210         
395   30    210         
396   29    210         
397   30    210         
398   29    210         
399   29    210         
400   30    210         
401   30    210         
402   30    210         
403   29    210         
404   29    210         
405   30    210         
406   30    210         
407   29    210         
408   29    210         
409   29    210         
410   36    210         
411   29    210         
412   29    210         
413   29    210         
414   30    210         
415   30    210         
416   29    210         
417   30    210         
418   30    210         
419   30    210         
420   29    210         
421   29    210         
422   30    210         
423   29    210         
424   30    210         
425   29    210         
426   29    210         
427   30    210         
428   29    210         
429   30    210         
430   29    210         
431   29    210         
432   30    210         
433   30    210         
434   29    210         
435   29    210         
436   30    210         
437   29    210         
438   30    210         
439   30    210         
440   30    210         
441   29    210         
442   29    210         
443   30    210         
444   30    210         
445   30    210         
446   29    210         
447   29    210         
448   30    210         
449   29    210         
450   30    210         
451   29    210         
452   30    210         
453   29    210         
454   30    210         
455   29    210         
456   30    210         
457   30    210         
458   29    210         
459   30    210         
460   30    210         
461   29    210         
462   30    210         
463   30    210         
464   30    210         
465   29    210         
466   30    210         
467   30    210         
468   29    210         
469   30    210         
470   29    210         
471   30    210         
472   29    210         
473   29    210         
474   30    210         
475   29    210         
476   30    210         
477   29    210         
478   30    210         
479   29    210         
480   29    210         
481   30    210         
482   30    210         
483   29    210         
484   30    210         
485   30    210         
486   29    210         
487   30    210         
488   29    210         
489   30    210         
490   29    210         
491   32    210         
492   30    210         
493   29    210         
494   29    210         
495   30    210         
496   29    210         
497   30    210         
498   29    210         
499   30    210         
500   30    210         
501   29    210         
502   29    210         
503   29    210         
504   30    210         
505   30    210         
506   29    210         
507   30    210         
508   29    210         
509   30    210         
510   30    210         
511   29    210         
512   30    210         
513   29    210         
514   30    210         
515   30    210         
516   29    210         
517   29    210         
518   29    210         
519   30    210         
520   30    210         
521   29    210         
522   29    210         
523   30    210         
524   45    210         
525   29    210         
526   29    210         
527   29    210         
528   29    210         
529   30    210         
530   29    210         
531   30    210         
532   29    210         
533   29    210         
534   30    210         
535   30    210         
536   30    210         
537   29    210         
538   29    210         
539   29    210         
540   29    210         
541   30    210         
542   30    210         
543   29    210         
544   30    210         
545   29    210         
546   29    210         
547   30    210         
548   29    210         
549   30    210         
550   30    210         
551   29    210         
552   30    210         
553   30    210         
554   30    210         
555   32    210         
556   29    210         
557   30    210         
558   29    210         
559   29    210         
560   30    210         
561   29    210         
562   29    210         
563   30    210         
564   30    210         
565   30    210         
566   29    210         
567   30    210         
568   29    210         
569   30    210         
570   29    210         
571   30    210         
572   30    210         
573   29    210         
574   29    210         
575   29    210         
576   30    210         
577   30    210         
578   29    210         
579   30    210         
580   30    210         
581   29    210         
582   30    210         
583   29    210         
584   30    210         
585   30    210         
586   30    210         
587   29    210         
588   29    210         
589   29    210         
590   30    210         
591   29    210         
592   29    210         
593   29    210         
594   30    210         
595   29    210         
596   30    210         
597   29    210         
598   30    210         
599   29    210         
600   30    210         
601   30    210         
602   29    210         
603   29    210         
604   29    210         
605   30    210         
606   29    210         
607   29    210         
608   29    210         
609   30    210         
610   29    210         
611   29    210         
612   30    210         
613   30    210         
614   29    210         
615   30    210         
616   30    210         
617   29    210         
618   29    210         
619   30    210         
620   30    210         
621   29    210         
622   30    210         
623   29    210         
624   29    210         
625   29    210         
626   30    210         
627   29    210         
628   30    210         
629   30    210         
630   29    210         
631   30    210         
632   29    210         
633   30    210         
634   29    210         
635   30    210         
636   29    210         
637   30    210         
638   30    210         
639   36    210         
640   25    210         
641   29    210         
642   29    210         
643   30    210         
644   29    210         
645   30    210         
646   30    210         
647   30    210         
648   30    210         
649   29    210         
650   29    210         
651   29    210         
652   30    210         
653   30    210         
654   29    210         
655   30    210         
656   29    210         
657   30    210         
658   30    210         
659   29    210         
660   29    210         
661   30    210         
662   29    210         
663   29    210         
664   29    210         
665   29    210         
666   29    210         
667   29    210         
668   30    210         
669   29    210         
670   30    210         
671   29    210         
672   30    210         
673   30    210         
674   29    210         
675   30    210         
676   29    210         
677   29    210         
678   29    210         
679   29    210         
680   30    210         
681   29    210         
682   28    210         
683   30    210         
684   30    210         
685   30    210         
686   29    210         
687   30    210         
688   30    210         
689   29    210         
690   29    210         
691   29    210         
692   30    210         
693   29    210         
694   29    210         
695   29    210         
696   30    210         
697   29    210         
698   29    210         
699   30    210         
700   30    210         
701   29    210         
702   29    210         
703   30    210         
704   29    210         
705   30    210         
706   29    210         
707   29    210         
708   30    210         
709   29    210         
710   30    210         
711   29    210         
712   30    210         
713   29    210         
714   29    210         
715   30    210         
716   29    210         
717   30    210         
718   29    210         
719   30    210         
720   29    210         
721   30    210         
722   29    210         
723   30    210         
724   29    210         
725   30    210         
726   30    210         
727   29    210         
728   29    210         
729   29    210         
730   29    210         
