1		0		30
2		934		129
3		2293		156
4		3261		236
5		3870		249
6		4040		387
7		4161		511
8		4163		621
9		4387		718
10		4865		739
11		5074		743
12		5930		831
13		5986		881
14		6737		949
15		6828		1274
16		6863		1418
17		7047		1471
18		7064		1490
19		7340		1590
20		8326		1600
21		8594		1606
22		10405		1991
23		10490		2011
24		11039		2146
25		11288		2169
26		13083		2241
27		13330		2264
28		13521		2355
29		14937		2511
30		15597		2890
31		15814		3117
32		15845		3209
33		15972		3341
34		16862		3349
35		18033		3508
36		19018		3565
37		19167		3825
38		20448		3845
39		21627		3972
40		22803		3994
41		22980		4104
42		23269		4165
43		23760		4208
44		25624		4216
45		26880		4343
46		27673		4474
47		28044		4565
48		28561		4697
49		28845		5017
50		30279		5138
51		30896		5153
52		31893		5200
53		31944		5257
54		33433		5414
55		34918		5482
56		35021		5561
57		35062		5659
58		35071		5745
59		36739		6030
60		37258		6057
61		38122		6140
62		38204		6325
63		39836		6683
64		40492		6710
65		41258		6987
66		41367		7030
67		43133		7042
68		44735		7222
69		46841		7309
70		47203		7444
71		47383		7530
72		48287		7554
73		48634		7613
74		50756		7667
75		50771		7702
76		50798		7705
77		51382		7718
78		51662		8078
79		51864		8285
80		52285		8357
81		52555		8576
82		52835		8582
83		55379		8613
84		55558		8722
85		56892		8730
86		59690		8749
87		61381		8751
88		62721		8883
89		63450		8891
90		64033		8959
91		64845		9017
92		66913		9196
93		67097		9386
94		67194		9415
95		67331		9458
96		68345		10086
97		69073		10211
98		70967		10321
99		71490		10599
100		72744		10724
101		73597		10790
102		73883		10904
103		74436		10920
104		74781		11000
105		75818		11258
106		75998		11293
107		76563		11425
108		76908		11485
109		76919		11545
110		79192		11614
111		80668		11619
112		82730		11626
113		84084		11815
114		84615		11866
115		84774		11888
116		85878		11897
117		87702		12151
118		88570		12186
119		89903		12331
120		89977		12366
121		91375		12369
122		92740		12397
123		93168		12433
124		93360		12530
125		94470		12547
126		94977		12630
127		95547		12807
128		97031		12864
129		97636		12870
130		97689		13017
131		98280		13051
132		100227		13069
133		100797		13179
134		100964		13277
135		102314		13312
136		103606		13328
137		104949		13476
138		104975		13533
139		106138		13635
140		106550		13637
141		106650		13748
142		108677		13783
143		111124		14062
144		114426		14065
145		118108		14185
146		118354		14309
147		118725		14642
148		118889		14682
149		119073		14776
150		119502		15089
151		120265		15120
152		120735		15522
153		120741		15529
154		120899		15631
155		121252		15783
156		121795		15816
157		122647		15914
158		123835		16032
159		124869		16163
160		125113		16177
161		126893		16199
162		127212		16363
163		128192		16703
164		128193		16752
165		129143		17012
166		129252		17243
167		129322		17382
168		129385		17473
169		130606		17493
170		131933		17615
171		132843		17620
172		133268		17788
173		134227		17798
174		135531		17989
175		136496		18243
176		136592		18354
177		137411		18678
178		138581		18864
179		139692		18967
180		139819		19022
181		140460		19188
182		141187		19343
183		141706		19490
184		143167		19547
185		144308		19743
186		144837		19758
187		145337		19772
188		145477		19773
189		145517		19841
190		145853		20118
191		146017		20130
192		146124		20219
193		146200		20398
194		146868		20431
195		149114		20437
196		149620		20607
197		149880		20661
198		150939		20694
199		152452		20772
200		153610		20806
201		154173		20807
202		154557		21280
203		160164		21521
204		161441		21614
205		161460		21657
206		163145		21748
207		164330		21835
208		164548		22467
209		164631		22510
210		165468		22577
211		165606		22665
212		165715		22684
213		165837		22696
214		165851		22795
215		166894		22803
216		167042		22843
217		167246		22911
218		167914		22917
219		168168		22929
220		168314		22976
221		169048		23015
222		169655		23054
223		169733		23204
224		173129		23234
225		174188		23532
226		174679		23674
227		175357		23679
228		176008		23703
229		178948		23772
230		179872		23798
231		180460		23928
232		182742		23984
233		183307		24070
234		184511		24139
235		185234		24332
236		186308		24413
237		186690		24496
238		186752		24518
239		187618		24549
240		187806		24969
241		190374		25059
242		194061		25222
243		194181		25229
244		195067		25549
245		195377		25649
246		195749		25654
247		195840		25770
248		196021		25825
249		196340		25892
250		196516		26018
251		197418		26057
252		198275		26094
253		199779		26281
254		199855		26331
255		200493		26345
256		201506		26541
257		202537		26600
258		203795		26722
259		203823		26850
260		204129		26925
261		204690		27368
262		204834		27517
263		205324		27615
264		205891		27648
265		206596		27704
266		207254		27734
267		207279		27789
268		207849		27799
269		208683		27892
270		209550		27974
271		210352		28053
272		210785		28393
273		210924		28505
274		210976		28558
275		214502		28618
276		214681		28926
277		215455		29143
278		216921		29468
279		218374		29492
280		220725		29521
281		220774		29535
282		222241		29584
283		222340		29698
284		222933		29772
285		222941		30129
286		224868		30208
287		225519		30338
288		226437		30731
289		226531		30755
290		227511		30783
291		228028		30896
292		228112		31137
293		229520		31168
294		229573		31186
295		229756		31311
296		229879		31537
297		231235		31568
298		231347		31585
299		231500		31760
300		231953		31829
301		233744		32049
302		234525		32108
303		234561		32182
304		235222		32202
305		235498		32247
306		236259		32301
307		236492		32357
308		237524		32482
309		240614		32526
310		240901		32530
311		242477		32535
312		242808		32538
313		242922		32555
314		242974		32606
315		243689		32779
316		244335		32990
317		244886		33253
318		244945		33279
319		245229		33298
320		246665		33364
321		247311		33515
322		249029		33705
323		250215		33729
324		250373		33901
325		251509		33937
326		252600		33961
327		253144		34000
328		254022		34020
329		254734		34265
330		254833		34380
331		255219		34402
332		256792		34443
333		257115		34555
334		258148		34654
335		258368		34747
336		258883		34934
337		259507		35138
338		261222		35178
339		263640		35226
340		264524		35363
341		265096		35439
342		265815		35818
343		267062		35824
344		267114		35876
345		267694		35897
346		267740		35923
347		268166		35933
348		269315		36201
349		269991		36257
350		270258		36461
351		271078		36476
352		272336		36565
353		273652		36601
354		274413		36694
355		274932		36722
356		276525		36731
357		277293		36838
358		277543		36864
359		278187		36923
360		278955		36969
361		279217		36980
362		282521		37049
363		282924		37159
